t,pi,y,i,phi,u,g,v
47,0.05573596071429703,-0.09998668058527087,0.07373562529994782,0.021953581213023442,0.0,0.0,0.0
48,0.05617510524030952,-0.10184540316797569,0.0749318996431704,0.0222351067206495,0.0,0.0,0.0
49,0.05704115420511255,-0.10349624270283259,0.07613348453867014,0.022586083724294492,0.0,0.0,0.0
50,0.05997154982963823,-0.10522183123096927,0.07798126836570976,0.023382373464780164,0.0,0.0,0.0
51,0.0602240699546688,-0.10773623550787562,0.07949973446209048,0.02369078831000804,0.0,0.0,0.0
52,0.060951403656459395,-0.10981952358743625,0.0809092506770499,0.024056185867688783,0.0,0.0,0.0
53,0.06160554812160352,-0.11175264860137395,0.08221110170853096,0.024390842893164653,0.0,0.0,0.0
54,0.06361135531066155,-0.11358397475078463,0.08384945129728488,0.025001795540736612,0.0,0.0,0.0
55,0.06524688296173885,-0.1158595768223699,0.08563485914017396,0.02557926539012888,0.0,0.0,0.0
56,0.06684922043314531,-0.11833354741054448,0.08752454244705937,0.02616980474715786,0.0,0.0,0.0
57,0.06598809524602772,-0.12086834082723948,0.08872928964502327,0.02624414256656268,0.0,0.0,0.0
58,0.06769067688698345,-0.12255804377045608,0.09019765861906683,0.026776442093254024,0.0,0.0,0.0
59,0.06878155317623764,-0.12458528059640366,0.09168120587531105,0.027213245751244744,0.0,0.0,0.0
60,0.06883821975959618,-0.12659926387744766,0.09285491749910797,0.02742940622207179,0.0,0.0,0.0
61,0.0698154499509883,-0.1282231395851383,0.0940734998842943,0.027801225580804684,0.0,0.0,0.0
62,0.06929518379282291,-0.1298588745982782,0.09486129206953432,0.027856709322618946,0.0,0.0,0.0
63,0.07130188703913416,-0.13099301413906345,0.09609932863932087,0.028397182641995554,0.0,0.0,0.0
64,0.07278255605016073,-0.13272060624532223,0.0975246190228985,0.02888626712265594,0.0,0.0,0.0
65,0.07614619521119646,-0.1347637815348447,0.09968147926632077,0.029806616040924775,0.0,0.0,0.0
66,0.0773723925468055,-0.1377292440397389,0.10174363659766351,0.0303672158674106,0.0,0.0,0.0
67,0.0774384135285807,-0.14052829989860086,0.10337115234556418,0.030664937668684892,0.0,0.0,0.0
68,0.07877569679642832,-0.1427794493909717,0.1050553566315595,0.031176687466659903,0.0,0.0,0.0
69,0.07927723320053927,-0.14508013931989636,0.10652379970032373,0.03151624230031572,0.0,0.0,0.0
70,0.07991409269150637,-0.1470926210148198,0.10786619474940559,0.03185527799827894,0.0,0.0,0.0
71,0.08066219813185528,-0.14893778430735885,0.10914496421178412,0.032200942932757604,0.0,0.0,0.0
72,0.08176243826747107,-0.1507081744737886,0.11048367423678042,0.03261369725653208,0.0,0.0,0.0
73,0.08335592612850248,-0.15257600106040659,0.11202250596156119,0.033140919163023634,0.0,0.0,0.0
74,0.08568104151806356,-0.15473919106487946,0.11394484038328775,0.0338532186633519,0.0,0.0,0.0
75,0.08715222933713204,-0.15739458334335193,0.11590043611275772,0.03443433784829089,0.0,0.0,0.0
76,0.08893170604719604,-0.1601051751440354,0.11797783657736846,0.03508642360004634,0.0,0.0,0.0
77,0.09066273068549278,-0.162979384840241,0.12013508633443581,0.03574482019277026,0.0,0.0,0.0
78,0.09177562301319744,-0.165941668252201,0.12216230666942808,0.03628107193098037,0.0,0.0,0.0
79,0.09312822951657031,-0.16873543683761524,0.12416275547443648,0.036851072771719826,0.0,0.0,0.0
