t,pi,y,i,phi,u,g,v
59,-9.261904887552079e-15,-1.9375276418122975e-14,8.425691184291411e-15,0.0,0.0,0.0,0.0
60,-5.378635070090395e-15,-1.1251739517998333e-14,4.893023481000028e-15,0.0,0.0,0.0,0.0
61,-3.1235167677102355e-15,-6.534185084578534e-15,2.84150917259509e-15,0.0,0.0,0.0,0.0
62,-1.8139094530544213e-15,-3.7945754655298016e-15,1.6501401248726171e-15,0.0,0.0,0.0,0.0
63,-1.0533855742007734e-15,-2.2036111278181607e-15,9.582803595977107e-16,0.0,0.0,0.0,0.0
64,-6.117290838667909e-16,-1.2796957253203667e-15,5.564989504522267e-16,0.0,0.0,0.0,0.0
65,-3.5524738634514385e-16,-7.431534215497724e-16,3.2317377555816676e-16,0.0,0.0,0.0,0.0
66,-2.063016273598284e-16,-4.315690027196688e-16,1.8767562656434196e-16,0.0,0.0,0.0,0.0
67,-1.1980485455271888e-16,-2.5062362455391765e-16,1.0898823936281564e-16,0.0,0.0,0.0,0.0
68,-6.957387277107354e-17,-1.4554381984969286e-16,6.329237598327155e-17,0.0,0.0,0.0,0.0
69,-4.040340260365249e-17,-8.452117606288415e-17,3.6755569968171645e-17,0.0,0.0,0.0,0.0
70,-2.34633329572469e-17,-4.908370008723621e-17,2.1344939302677294e-17,0.0,0.0,0.0,0.0
71,-1.3625782928808586e-17,-2.85042131034865e-17,1.2395575261912919e-17,0.0,0.0,0.0,0.0
72,-7.91285537997993e-18,-1.6553156408439805e-17,7.198440993199506e-18,0.0,0.0,0.0,0.0
73,-4.5952060583686475e-18,-9.612859196900844e-18,4.180326579258611e-18,0.0,0.0,0.0,0.0
74,-2.668558656119592e-18,-5.5824435931944935e-18,2.4276270828315552e-18,0.0,0.0,0.0,0.0
75,-1.5497031494772431e-18,-3.2418738101610095e-18,1.409787762166287e-18,0.0,0.0,0.0,0.0
76,-8.999539305581071e-19,-1.882642542742429e-18,8.187013353120239e-19,0.0,0.0,0.0,0.0
77,-5.226272382553996e-19,-1.093300711654673e-18,4.754416901816113e-19,0.0,0.0,0.0,0.0
78,-3.035035693405758e-19,-6.349088682355079e-19,2.761016637118308e-19,0.0,0.0,0.0,0.0
79,-1.7625261344961675e-19,-3.6870850504981523e-19,1.6033959637683736e-19,0.0,0.0,0.0,0.0
